Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
373399,"Beyond the Blue Event Horizon (Heechee Saga, #2)","Frederik Pohl","Pohl, Frederik","",="0345446674",="9780345446671",0,"3.92","Ballantine Books","Paperback","336",2000,1980,,2015/03/02,"currently-reading","currently-reading (#2)","currently-reading",,"",,,,,0,,,,,
218427,"Gateway (Heechee Saga, #1)","Frederik Pohl","Pohl, Frederik","",="0345475836",="9780345475831",0,"4.06","Del Rey","Paperback","288",2004,1976,2015/03/02,2015/02/22,"","","read","","","","","","",0,,,,,
150731,"Alan Turing: The Enigma","Andrew Hodges","Hodges, Andrew","Douglas R. Hofstadter",="0802775802",="9780802775801",0,"3.89","Walker & Company","Paperback","608",2000,1983,,2015/02/11,"wishlist","wishlist (#16)","wishlist",,"",,,,,0,,,,,
77504,"Blue Mars (Mars Trilogy, #3)","Kim Stanley Robinson","Robinson, Kim Stanley","",="0553573357",="9780553573350",0,"3.89","Spectra Books","Paperback","784",1997,1996,,2015/01/28,"","","read",,"",,,,,0,,,,,
18520859,"Titans","Edward W. Robertson","Robertson, Edward W.","",="",="",0,"3.56","","Kindle Edition","284",2013,2011,,2015/01/21,"currently-reading","currently-reading (#1)","currently-reading",,"",,,,,0,,,,,
22566044,"Fluency","Jennifer Foehner Wells","Wells, Jennifer Foehner","",="",="",0,"3.85","Blue Bedlam Books","Kindle Edition","283",2014,2014,2015/01/28,2015/01/21,"","","read",,"",,,,,0,,,,,
20632979,"Ultima","Stephen Baxter","Baxter, Stephen","",="0575116870",="9780575116870",0,"3.65","Gollancz","Hardcover","560",2014,2014,,2015/01/05,"wishlist","wishlist (#15)","wishlist",,"",,,,,0,,,,,
21097454,"Poseidon's Wake (Poseidon's Children, #3)","Alastair Reynolds","Reynolds, Alastair","",="0575090499",="9780575090491",0,"4.00","Gollancz","Hardcover","488",2015,2015,,2015/01/05,"wishlist","wishlist (#14)","wishlist",,"",,,,,0,,,,,
17239381,"Jupiter War (Owner Trilogy, #3)","Neal Asher","Asher, Neal","",="1597804932",="9781597804936",0,"3.97","Night Shade Books","Paperback","356",2014,2013,2015/01/21,2014/12/22,"","","read",,"",,,,,0,,,,,
15775601,"Zero Point (Owner Trilogy, #2)","Neal Asher","Asher, Neal","",="0230750702",="9780230750708",0,"3.97","Tor","Hardcover","564",2012,2012,,2014/12/18,"","","read",,"",,,,,0,,,,,
23811731,"The Snow Queen","Hans Christian Andersen","Andersen, Hans Christian","Julia Whelan",="",="",0,"3.82","Audible Studios","Audible Audio","2",2014,1844,2014/12/21,2014/12/17,"","","read",,"",,,,,0,,,,,
472331,"Watchmen","Alan Moore","Moore, Alan","Dave Gibbons, John Higgins",="0930289234",="9780930289232",0,"4.32","DC Comics","Paperback","416",2005,1986,2014/12/22,2014/12/16,"","","read",,"",,,,,0,,,,,
393898,"The Logic Of Failure: Recognizing And Avoiding Error In Complex Situations","Dietrich Dorner","Dorner, Dietrich","Dietrich Dorner, Robert Kimber, Rita Kimber",="0201479486",="9780201479485",0,"3.94","Basic Books","Paperback","240",1997,1996,,2014/10/14,"wishlist","wishlist (#13)","wishlist",,"",,,,,0,,,,,
453966,"Far Futures","Gregory Benford","Benford, Gregory","",="0312863799",="9780312863791",0,"3.84","Tor Books","Paperback","352",1997,1995,2014/11/05,2014/10/07,"","","read",,"",,,,,0,,,,,
20706230,"War Dogs","Greg Bear","Bear, Greg","",="0316072834",="9780316072830",0,"3.09","Orbit","Hardcover","304",2014,2014,,2014/09/30,"wishlist","wishlist (#12)","wishlist",,"",,,,,0,,,,,
20697413,"The Abyss Beyond Dreams: A Novel of the Commonwealth","Peter F. Hamilton","Hamilton, Peter F.","",="0345547195",="9780345547194",0,"4.20","Del Rey","Hardcover","640",2014,2014,,2014/09/30,"wishlist","wishlist (#11)","wishlist",,"",,,,,0,,,,,
6462796,"Orbus (Spatterjay, #3)","Neal Asher","Asher, Neal","",="0230708722",="9780230708723",0,"4.10","Tor Books","Hardcover","352",2009,2009,2014/10/08,2014/09/20,"","","read",,"",,,,,0,,,,,
10648878,"The Departure (Owner Trilogy, #1)","Neal Asher","Asher, Neal","",="0230708730",="9780230708730",0,"3.76","Tor","Hardcover","498",2011,2011,2014/12/18,2014/09/09,"","","read",,"",,,,,0,,,,,
378724,"Crossover (Cassandra Kresnov, #1)","Joel Shepherd","Shepherd, Joel","",="1591024439",="9781591024439",0,"3.82","Pyr","Paperback","459",2006,2001,,2014/09/09,"to-read","to-read (#8)","to-read",,"",,,,,0,,,,,
511229,"The Voyage of the Sable Keech (Spatterjay, #2)","Neal Asher","Asher, Neal","",="0330411608",="9780330411608",0,"4.00","Trans-Atlantic Publications, Inc.","Paperback","584",2006,2006,2014/09/20,2014/09/04,"","","read",,"",,,,,0,,,,,
21975672,"The World at the End of Time","Frederik Pohl","Pohl, Frederik","William Dufris",="",="",0,"4.00","Audible Studios","Audible Audio","",2014,1990,2014/07/18,2014/06/20,"","","read",,"",,,,,0,,,,,
18339206,"Marauder (The Shoal Sequence, #4)","Gary Gibson","Gibson, Gary","",="0230748902",="9780230748903",0,"3.84","Tor","Hardcover","384",2013,2013,2014/08/10,2014/06/14,"","","read",,"",,,,,0,,,,,
89195,"The Prefect","Alastair Reynolds","Reynolds, Alastair","",="0575077164",="9780575077164",0,"4.12","Gollancz","Hardcover","410",2007,2007,2014/06/14,2014/05/13,"","","read",,"",,,,,0,,,,,
357697,"Angel Stations","Gary Gibson","Gibson, Gary","",="0330420178",="9780330420174",0,"3.38","Tor Books","Paperback","551",2005,2004,2014/12/26,2014/03/19,"","","read",,"",,,,,0,,,,,
185827,"Newton's Wake: A Space Opera","Ken MacLeod","MacLeod, Ken","",="076534422X",="9780765344229",0,"3.57","Tor Science Fiction","Paperback","352",2005,2004,,2014/03/08,"to-read","to-read (#7)","to-read",,"",,,,,0,,,,,
240297,"The Skinner (Spatterjay, #1)","Neal Asher","Asher, Neal","",="0765350483",="9780765350480",0,"4.11","Tor Science Fiction","Paperback","432",2005,2002,2014/09/04,2014/01/31,"","","read",,"",,,,,0,,,,,
167845,"The Peace War (Across Realtime, #1)","Vernor Vinge","Vinge, Vernor","",="0765308835",="9780765308832",0,"3.94","Tor Books","Paperback","304",2003,1984,,2014/01/31,"to-read","to-read (#6)","to-read",,"",,,,,0,,,,,
98046,"Gridlinked (Agent Cormac, #1)","Neal Asher","Asher, Neal","",="0765349051",="9780765349057",0,"3.93","Tor Science Fiction","Paperback","423",2004,2001,,2014/01/31,"to-read","to-read (#5)","to-read",,"",,,,,0,,,,,
910863,"Spin (Spin, #1)","Robert Charles Wilson","Wilson, Robert Charles","",="076534825X",="9780765348258",0,"3.99","Tor Science Fiction","Mass Market Paperback","458",2006,2005,,2014/01/09,"wishlist","wishlist (#10)","wishlist",,"",,,,,0,,,,,
14762236,"The Thousand Emperors","Gary Gibson","Gibson, Gary","",="0230748783",="9780230748781",0,"3.88","Tor","Hardcover","384",2012,2012,2014/05/05,2014/01/08,"","","read",,"",,,,,0,,,,,
16114166,"Dr. Zukaroffs Testamente","Peter Lund Madsen","Madsen, Peter Lund","",="870206393X",="9788702063936",0,"3.94","Gyldendal","Hardcover","549",2012,2012,2014/06/14,2014/01/08,"","","read",,"",,,,,0,,,,,
11302083,"Final Days","Gary Gibson","Gibson, Gary","",="0230748775",="9780230748774",0,"3.61","Tor Books","Hardcover","372",2011,2011,2014/03/19,2013/12/25,"","","read",,"",,,,,0,,,,,
13538762,"The Rapture of the Nerds: A tale of the singularity, posthumanity, and awkward social situations","Cory Doctorow","Doctorow, Cory","Charles Stross",="0765329107",="9780765329103",0,"3.37","Tor Books","Hardcover","351",2012,2012,,2013/12/25,"wishlist","wishlist (#9)","wishlist",,"",,,,,0,,,,,
18040879,"Det gennemsnitlige menneske","Morten Albæk","Albæk, Morten","Stig Matthiesen",="",="9788702129434",0,"3.47","Gyldendal Business","Paperback","",2013,2013,,2013/12/25,"to-read","to-read (#4)","to-read",,"",,,,,0,,,,,
18782847,"Måske kan jeg blive diktator","Mikal Hem","Hem, Mikal","",="",="9788771292336",0,"3.89","Klim",,"167",2013,2012,,2013/12/25,"to-read","to-read (#3)","to-read",,"",,,,,0,,,,,
2428489,"God Is Not Great","Christopher Hitchens","Hitchens, Christopher","",="1843545748",="9781843545743",0,"3.93","Twelve Books","Paperback","307",2007,2007,2015/02/24,2013/12/25,"","","read","","","","","","",0,,,,,
7234921,"Earth Strike (Star Carrier, #1)","Ian Douglas","Douglas, Ian","",="0061840254",="9780061840258",0,"3.73","Harper Voyager","Paperback","368",2010,2010,,2013/12/17,"wishlist","wishlist (#8)","wishlist",,"",,,,,0,,,,,
17983396,"Proxima (Proxima, #1)","Stephen Baxter","Baxter, Stephen","",="0575116838",="9780575116832",0,"3.81","Gollancz","Hardcover","456",2013,2013,,2013/12/07,"wishlist","wishlist (#7)","wishlist",,"",,,,,0,,,,,
21620,"Forever Free (The Forever War, #3)","Joe Haldeman","Haldeman, Joe","",="1857989317",="9781857989311",0,"3.37","Millennium","Paperback","277",2000,1999,,2013/12/02,"wishlist","wishlist (#6)","wishlist",,"",,,,,0,,,,,
15999018,"On the Steel Breeze (Poseidon's Children #2)","Alastair Reynolds","Reynolds, Alastair","",="0575090456",="9780575090453",0,"4.01","Gollancz","Hardcover","496",2013,2013,,2013/12/02,"wishlist","wishlist (#5)","wishlist",,"",,,,,0,,,,,
9424053,"Blue Remembered Earth (Poseidon's Children, #1)","Alastair Reynolds","Reynolds, Alastair","",="0575088273",="9780575088276",0,"3.85","Orion Publishing Group","Hardcover","512",2012,2012,,2013/12/02,"wishlist","wishlist (#4)","wishlist",,"",,,,,0,,,,,
2037640,"Strider's Universe (Strider Chronicles)","Paul   Barnett","Barnett, Paul","John Grant",="1857236017",="9781857236019",0,"3.50","",,"",,,,2013/11/07,"","","read",,"",,,,,0,,,,,
758275,"Night's Pawn (Shadowrun #10)","Tom Dowd","Dowd, Tom","",="0140233490",="9780140233490",0,"4.00","ROC","Paperback","284",1993,1993,,2013/11/07,"","","read",,"",,,,,0,,,,,
818449,"Paradox (The Nulapeiron Sequence, 1)","John Meaney","Meaney, John","",="1591024978",="9781591024972",0,"3.78","Pyr","Paperback","492",2006,2001,,2013/11/07,"","","read",,"",,,,,0,,,,,
969131,"The Instrumentality of Mankind (Instrumentality of Mankind)","Cordwainer Smith","Smith, Cordwainer","",="0345277163",="9780345277169",0,"4.09","Del Rey / Ballantine","Mass Market Paperback","238",1979,1974,,2013/10/14,"wishlist","wishlist (#3)","wishlist",,"",,,,,0,,,,,
89190,"Redemption Ark (Revelation Space, #2)","Alastair Reynolds","Reynolds, Alastair","",="044101173X",="9780441011735",0,"4.10","Ace Books","Mass Market Paperback","694",2004,2002,2013/09/16,2013/06/10,"","","read",,"",,,,,0,,,,,
89192,"Century Rain","Alastair Reynolds","Reynolds, Alastair","",="0441013074",="9780441013074",0,"3.86","Ace","Paperback","640",2006,2004,2014/02/25,2013/06/10,"","","read",,"",,,,,0,,,,,
4332905,"The Seeds of Earth (Humanity's Fire, #1)","Michael Cobley","Cobley, Michael","",="1841496324",="9781841496320",0,"3.35","Orbit","Paperback","400",2009,2009,,2013/06/10,"wishlist","wishlist (#2)","wishlist",,"",,,,,0,,,,,
8855321,"Leviathan Wakes (Expanse, #1)","James S.A. Corey","Corey, James S.A.","",="1841499889",="9781841499888",0,"4.09","Orbit","Paperback","561",2011,2011,,2013/04/30,"wishlist","wishlist (#1)","wishlist",,"",,,,,0,,,,,
6635349,"Nova War (The Shoal Sequence, #2)","Gary Gibson","Gibson, Gary","",="0230706800",="9780230706804",0,"3.73","Tor Books","Hardcover","407",2009,2009,,2013/04/30,"","","read",,"",,,,,0,,,,,
8578027,"Empire of Light (The Shoal Sequence, #3)","Gary Gibson","Gibson, Gary","",="0230706819",="9780230706811",0,"3.65","Tor","Hardcover","393",2010,2010,2014/01/01,2013/04/30,"","","read",,"",,,,,0,,,,,
3607898,"Stealing Light (The Shoal Sequence, #1)","Gary Gibson","Gibson, Gary","",="0330445960",="9780330445962",0,"3.61","Pan Macmillan","Paperback","400",2008,2007,2013/12/02,2013/04/30,"","","read",,"",,,,,0,,,,,
156785,"Diaspora","Greg Egan","Egan, Greg","",="3453161815",="9783453161818",0,"4.10","Heyne","Paperback","443",2000,1997,2014/01/19,2013/04/30,"","","read",,"",,,,,0,,,,,
6436659,"Transition","Iain M. Banks","Banks, Iain M.","",="0316071986",="9780316071987",3,"3.82","Orbit","Hardcover","404",2009,2009,2013/05/14,2013/04/29,"","","read",,"",,,,,0,,,,,
89186,"Pushing Ice","Alastair Reynolds","Reynolds, Alastair","",="0441014011",="9780441014019",0,"3.99","Ace Hardcover","Hardcover","464",2006,2005,2013/04/29,2013/02/21,"","","read",,"",,,,,0,,,,,
11830394,"2312","Kim Stanley Robinson","Robinson, Kim Stanley","",="0316098124",="9780316098120",0,"3.38","Orbit","Hardcover","561",2012,2012,2015/02/22,2012/10/03,"","","read","","","","","","",0,,,,,
13055592,"Redshirts","John Scalzi","Scalzi, John","",="0765316994",="9780765316998",0,"3.81","Tor Books","Hardcover","320",2012,2012,2013/02/20,2012/10/03,"","","read",,"",,,,,0,,,,,
13039884,"Existence","David Brin","Brin, David","",="0765303612",="9780765303615",0,"3.70","Tor Books","Hardcover","560",2012,2012,2013/07/11,2012/10/03,"","","read",,"",,,,,0,,,,,
13497991,"The Hydrogen Sonata (Culture, #10)","Iain M. Banks","Banks, Iain M.","",="0356501507",="9780356501505",0,"4.08","Orbit","Hardcover","517",2012,2012,,2012/10/03,"","","read",,"",,,,,0,,,,,
13573419,"Great North Road","Peter F. Hamilton","Hamilton, Peter F.","",="034552666X",="9780345526663",3,"4.03","Del Rey","Hardcover","976",2013,2012,2014/01/08,2012/09/30,"","","read","","","","","","",0,,,,,
10314376,"The Prague Cemetery","Umberto Eco","Eco, Umberto","Richard Dixon",="0547577532",="9780547577531",0,"3.34","Houghton Mifflin Harcourt","Hardcover","445",2011,2010,2013/09/20,2012/06/27,"","","read",,"",,,,,0,,,,,
7704959,"The Technician","Neal Asher","Asher, Neal","",="0230708749",="9780230708747",4,"4.14","Tor Books","Hardcover","503",2010,2010,2012/09/15,2012/06/26,"","","read",,"",,,,,0,,,,,
12908630,"Den Femte Revolution: Fortællinger Fra Hjernens Tidsalder","Lone Frank","Frank, Lone","",="870205986X",="9788702059861",0,"3.75","Gyldendal",,"",2007,2007,2012/08/26,2012/05/23,"","","read",,"",,,,,0,,,,,
2425528,"Incandescence","Greg Egan","Egan, Greg","",="0575081627",="9780575081628",0,"3.52","Gollancz","Hardcover","300",2008,2008,2012/05/23,2012/03/29,"","","read",,"",,,,,0,,,,,
3972,"Olympos (Ilium, #2)","Dan Simmons","Simmons, Dan","",="0380817934",="9780380817931",0,"3.90","Harper Voyager","Paperback","912",2006,2005,2012/08/26,2012/03/29,"","","read",,"",,,,,0,,,,,
3973,"Ilium (Ilium, #1)","Dan Simmons","Simmons, Dan","",="0380817926",="9780380817924",0,"3.99","HarperTorch","Paperback","752",2005,2003,2012/06/10,2012/03/29,"","","read","","","","","","",0,,,,,
10596103,"The Filter Bubble: What the Internet Is Hiding from You","Eli Pariser","Pariser, Eli","",="1594203008",="9781594203008",0,"3.77","Penguin Press HC, The","Hardcover","294",2011,2011,2012/05/23,2012/03/13,"","","read",,"",,,,,0,,,,,
6423600,"Death from the Skies!: The Science Behind the End of the World","Philip Plait","Plait, Philip","",="",="9780143116042",0,"4.04","Penguin Books","Paperback","336",2009,2008,,2011/11/26,"","","read",,"",,,,,0,,,,,
21615,"The Coming","Joe Haldeman","Haldeman, Joe","",="0441008763",="9780441008766",0,"3.08","Ace","Paperback","278",2001,2000,,2011/11/07,"","","read",,"",,,,,0,,,,,
99326,"The Prince","Niccolò Machiavelli","Machiavelli, Niccolò","Peter Bondanella",="019280426X",="9780192804266",0,"3.73","Oxford University Press, USA","Paperback","133",2005,1513,,2011/11/07,"","","read",,"",,,,,0,,,,,
327051,"Reasons and Persons","Derek Parfit","Parfit, Derek","",="019824908X",="9780198249085",0,"4.18","Oxford University Press, USA","Paperback","560",1986,1984,,2011/11/07,"","","read",,"",,,,,0,,,,,
4797729,"King Of Infinite Space: Donald Coxeter, The Man Who Saved Geometry","Siobhan Roberts","Roberts, Siobhan","",="1846680077",="9781846680076",0,"3.56","Profile Books","Paperback","399",2007,2006,,2011/11/07,"","","read",,"",,,,,0,,,,,
835051,"The Ringworld Engineers (Ringworld, #2)","Larry Niven","Niven, Larry","",="1857231112",="9781857231113",0,"3.85","Orbit","Paperback","354",2004,1979,,2011/11/07,"","","read",,"",,,,,0,,,,,
1576739,"Strider's Galaxy (Strider Chronicles)","Paul   Barnett","Barnett, Paul","John Grant",="0099791218",="9780099791218",0,"2.71","Legend","Paperback","352",1997,1997,,2011/11/07,"","","read",,"",,,,,0,,,,,
398274,"Ringworld (Ringworld #1)","Larry Niven","Niven, Larry","",="0345333926",="9780345333926",0,"3.94","Del Rey Ballantine Random House","Paperback","342",1970,1970,,2011/11/07,"","","read",,"",,,,,0,,,,,
211308,"Red Mars (Mars Trilogy, #1)","Kim Stanley Robinson","Robinson, Kim Stanley","",="0586213899",="9780586213896",0,"3.81","Collins","Paperback","671",1993,1993,,2011/11/07,"","","read",,"",,,,,0,,,,,
929273,"The Ringworld Throne","Larry Niven","Niven, Larry","",="1857234707",="9781857234701",0,"3.51","Orbit Books","Paperback","376",1997,1996,,2011/11/07,"","","read",,"",,,,,0,,,,,
102576,"Dagon and Other Macabre Tales (Omnibus #2)","H.P. Lovecraft","Lovecraft, H.P.","August Derleth",="0586063242",="9780586063248",0,"4.31","Granada Books","Paperback","512",1985,1927,,2011/11/07,"","","read",,"",,,,,0,,,,,
3616159,"Hegira","Greg Bear","Bear, Greg","",="1857989023",="9781857989021",0,"3.29",,,"",,1953,,2011/11/07,"","","read",,"",,,,,0,,,,,
5589558,"Divisions: The Second Half Of The Fall Revolution (The Fall Revolution, #3, #4)","Ken MacLeod","MacLeod, Ken","",="076532119X",="9780765321190",0,"4.42","Orb Books","Paperback","496",2009,2009,,2011/11/06,"","","read",,"",,,,,0,,,,,
4592766,"Fractions: The First Half of The Fall Revolution","Ken MacLeod","MacLeod, Ken","",="0765320681",="9780765320681",0,"3.83","Orb Books","Paperback","640",2008,2008,2012/03/13,2011/11/06,"","","read",,"",,,,,0,,,,,
45256,"The Nano Flower (Greg Mandel, #3)","Peter F. Hamilton","Hamilton, Peter F.","",="0812577698",="9780812577693",3,"3.92","Tor Science Fiction","Mass Market Paperback","608",1999,1995,,2011/10/10,"","","read",,"",,,,,0,,,,,
4934,"The Brothers Karamazov","Fyodor Dostoyevsky","Dostoyevsky, Fyodor","Richard Pevear, Larissa Volokhonsky",="0374528373",="9780374528379",0,"4.28","Farrar, Straus and Giroux","Paperback","796",2002,1880,,2011/10/10,"to-read","to-read (#1)","to-read",,"",,,,,0,,,,,
95558,"Solaris","Stanisław Lem","Lem, Stanisław","Joanna Kilmartin, Steve Cox",="0156027607",="9780156027601",4,"3.94","Harcourt","Paperback","204",2002,1961,,2011/10/10,"","","read",,"",,,,,0,,,,,
250024,"The City and the Stars","Arthur C. Clarke","Clarke, Arthur C.","",="1857987632",="9781857987638",0,"4.06","Gollancz","Paperback","254",2001,1956,,2011/10/10,"","","read",,"",,,,,0,,,,,
564324,"Last and First Men","Olaf Stapledon","Stapledon, Olaf","",="185798806X",="9781857988062",0,"3.82","Orion Publishing Group","Paperback","327",1999,1930,,2011/10/10,"","","read",,"",,,,,0,,,,,
258096,"The Child Garden","Geoff Ryman","Ryman, Geoff","",="0575076909",="9780575076907",0,"3.75","Gollancz","Paperback","400",2005,1989,,2011/10/10,"","","read",,"",,,,,0,,,,,
48623,"Spin State","Chris Moriarty","Moriarty, Chris","",="0553586246",="9780553586244",0,"3.75","Bantam Spectra","Mass Market Paperback","642",2004,2003,,2011/10/10,"","","read",,"",,,,,0,,,,,
453975,"Great Sky River (Galactic Center, #3)","Gregory Benford","Benford, Gregory","",="0446611557",="9780446611558",0,"3.85","Aspect","Paperback","464",2004,1987,,2011/10/10,"","","read",,"",,,,,0,,,,,
1067143,"Furious Gulf (Galactic Center, #5)","Gregory Benford","Benford, Gregory","",="0446611530",="9780446611534",0,"3.70","Aspect","Paperback","448",2005,1994,,2011/10/10,"","","read",,"",,,,,0,,,,,
453967,"Tides of Light (Galactic Center, #4)","Gregory Benford","Benford, Gregory","",="0446611549",="9780446611541",0,"3.81","Aspect","Paperback","528",2004,1989,,2011/10/10,"","","read",,"",,,,,0,,,,,
