Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
1460961,"Genesis","Poul Anderson","Anderson, Poul","",="0812580281",="9780812580280",0,"2.96","Tor Science Fiction","Paperback","248",2001,2000,,2011/09/01,"","","read",,"",,,,,0,,,,,
2037249,"Time Future","Maxine McArthur","McArthur, Maxine","",="0446609633",="9780446609630",0,"3.24","Aspect","Paperback","464",2001,2001,,2011/09/01,"","","read",,"",,,,,0,,,,,
100681,"Flux (Xeelee Sequence, #3)","Stephen Baxter","Baxter, Stephen","",="0006476201",="9780006476207",0,"3.61","Voyager","Mass Market Paperback","366",1998,1993,,2011/09/01,"","","read",,"",,,,,0,,,,,
63775,"Moonseed (NASA Trilogy, #3)","Stephen Baxter","Baxter, Stephen","",="006105903X",="9780061059032",0,"3.63","Voyager","Paperback","672",1999,1998,,2011/09/01,"","","read",,"",,,,,0,,,,,
1929068,"The God Delusion","Richard Dawkins","Dawkins, Richard","",="0552774294",="9780552774291",4,"3.89","Black Swan","Mass Market Paperback","463",2007,2006,,2011/09/01,"","","read",,"",,,,,0,,,,,
22874,"The Gap Into Vision: Forbidden Knowledge (Gap, #2)","Stephen R. Donaldson","Donaldson, Stephen R.","",="0553297600",="9780553297607",0,"3.97","Bantam","Paperback","480",2010,1991,,2011/09/01,"","","read",,"",,,,,0,,,,,
427353,"The Gap Into Conflict: The Real Story (Gap, #1)","Stephen R. Donaldson","Donaldson, Stephen R.","",="0553295098",="9780553295092",0,"3.72","Spectra","Mass Market Paperback","241",1992,1990,,2011/09/01,"","","read",,"",,,,,0,,,,,
1036307,"A Brief History of Time: From the Big Bang to Black Holes ","Stephen Hawking","Hawking, Stephen","",="0553173251",="9780553173253",0,"4.07","Bantam Books","Mass Market Paperback","224",1997,1987,,2011/09/01,"","","read",,"",,,,,0,,,,,
1026744,"Marrow","Robert Reed","Reed, Robert","",="1841490784",="9781841490786",3,"3.76","Orbit","Paperback","502",2001,2000,,2011/09/01,"","","read",,"",,,,,0,,,,,
5829169,"Saturn Returns (Astropolis, #1)","Sean Williams","Williams, Sean","",="1841495190",="9781841495194",4,"3.53","Orbit","Paperback","367",2008,2007,,2011/09/01,"","","read",,"",,,,,0,,,,,
177270,"The Gap into Madness: Chaos and Order (Gap, #4)","Stephen R. Donaldson","Donaldson, Stephen R.","",="0553572539",="9780553572537",0,"4.11","Spectra","Mass Market Paperback","688",2009,1994,,2011/09/01,"","","read",,"",,,,,0,,,,,
66795,"Timelike Infinity (Xelee Sequence, #2)","Stephen Baxter","Baxter, Stephen","",="000647618X",="9780006476184",0,"3.81","HarperCollins","Paperback","253",1997,1992,,2011/09/01,"","","read",,"",,,,,0,,,,,
22877,"The Gap Into Power: A Dark and Hungry God Arises (Gap, #3)","Stephen R. Donaldson","Donaldson, Stephen R.","",="0553562606",="9780553562606",0,"4.04","Spectra","Paperback","518",2009,1992,,2011/09/01,"","","read",,"",,,,,0,,,,,
96471,"Earth","David Brin","Brin, David","",="055329024X",="9780553290240",0,"3.88","Spectra","Paperback","704",1991,1990,,2011/09/01,"","","read",,"",,,,,0,,,,,
848004,"Prey","Michael Crichton","Crichton, Michael","",="0007154534",="9780007154531",3,"3.66","HarperCollins Publishers","Paperback","528",2003,2002,,2011/09/01,"","","read",,"",,,,,0,,,,,
2433635,"The Forge of God","Greg Bear","Bear, Greg","",="0812524330",="9780812524338",0,"3.85","Tor Books","Mass Market Paperback","448",1993,1987,,2011/09/01,"","","read",,"",,,,,0,,,,,
991990,"The Songs Of Distant Earth","Arthur C. Clarke","Clarke, Arthur C.","",="0586066233",="9780586066232",0,"3.86","Grafton","Paperback","238",1998,1986,,2011/09/01,"","","read",,"",,,,,0,,,,,
76791,"Otherness","David Brin","Brin, David","",="0553295284",="9780553295283",3,"3.74","Bantam Spectra","Paperback","368",2009,1994,,2011/09/01,"","","read",,"",,,,,0,,,,,
1417035,"Prayers to Broken Stones","Dan Simmons","Simmons, Dan","",="0553296655",="9780553296655",0,"3.80","Spectra","Paperback","403",1992,1990,,2011/09/01,"","","read",,"",,,,,0,,,,,
66788,"Ring (Xeelee Sequence, #4)","Stephen Baxter","Baxter, Stephen","",="0061056944",="9780061056949",0,"3.94","Eos","Paperback","502",2001,1994,,2011/09/01,"","","read",,"",,,,,0,,,,,
2310896,"The Ashes of Worlds (The Saga of Seven Suns, #7)","Kevin J. Anderson","Anderson, Kevin J.","",="0316007579",="9780316007573",2,"3.95","Orbit","Hardcover","491",2008,2008,,2011/08/17,"","","read",,"",,,,,0,,,,,
932065,"Metal Swarm (The Saga of Seven Suns, #6)","Kevin J. Anderson","Anderson, Kevin J.","",="0743275438",="9780743275439",2,"3.89","Simon & Schuster","Paperback","684",2007,2007,,2011/08/17,"","","read",,"",,,,,0,,,,,
103101,"Of Fire and Night (The Saga of Seven Suns, #5)","Kevin J. Anderson","Anderson, Kevin J.","",="0446577189",="9780446577182",2,"3.90","Aspect","Hardcover","526",2006,2006,,2011/08/17,"","","read",,"",,,,,0,,,,,
103103,"Scattered Suns (The Saga of Seven Suns, #4)","Kevin J. Anderson","Anderson, Kevin J.","",="0446615242",="9780446615242",2,"3.87","Warner Books (NY)","Paperback","710",2006,2005,,2011/08/17,"","","read",,"",,,,,0,,,,,
265288,"Horizon Storms (The Saga of Seven Suns, #3)","Kevin J. Anderson","Anderson, Kevin J.","",="0446610593",="9780446610599",2,"3.85","Aspect","Mass Market Paperback","672",2005,2004,,2011/08/17,"","","read",,"",,,,,0,,,,,
265287,"A Forest of Stars (The Saga of Seven Suns, #2)","Kevin J. Anderson","Anderson, Kevin J.","",="0446528714",="9780446528719",2,"3.87","Aspect","Hardcover","496",2003,2003,,2011/08/17,"","","read",,"",,,,,0,,,,,
7937744,"Surface Detail (Culture, #9)","Iain M. Banks","Banks, Iain M.","",="0316123404",="9780316123402",3,"4.17","Orbit/Hatchette Book Group (NYC)","Hardcover","627",2010,2010,,2011/08/16,"","","read",,"",,,,,0,,,,,
886066,"Matter (Culture, #8)","Iain M. Banks","Banks, Iain M.","",="1841494186",="9781841494180",4,"3.97","Orbit","Paperback","593",2008,2008,,2011/08/16,"","","read",,"",,,,,0,,,,,
112517,"Rama Revealed (Rama, #4)","Arthur C. Clarke","Clarke, Arthur C.","Gentry Lee",="1857232526",="9781857232523",0,"3.67","",,"512",,1993,,2011/08/16,"","","read",,"",,,,,0,,,,,
112518,"The Garden of Rama (Rama, #3)","Arthur C. Clarke","Clarke, Arthur C.","Gentry Lee",="1857230213",="9781857230215",0,"3.73","Orbit","Mass Market Paperback","608",1993,1990,,2011/08/16,"","","read",,"",,,,,0,,,,,
63432,"3001: The Final Odyssey (Space Odyssey, #4)","Arthur C. Clarke","Clarke, Arthur C.","",="0345438205",="9780345438201",3,"3.45","Del Rey","Paperback","272",1999,1997,,2011/08/16,"","","read",,"",,,,,0,,,,,
112520,"Rama II (Rama, #2)","Arthur C. Clarke","Clarke, Arthur C.","Gentry Lee",="2290032042",="9782290032046",0,"3.64","J'ai lu","Paperback","480",1996,1989,,2011/08/16,"","","read",,"",,,,,0,,,,,
35816,"2061: Odyssey Three (Space Odyssey, #3)","Arthur C. Clarke","Clarke, Arthur C.","",="0586203192",="9780586203194",3,"3.46","Voyager","Paperback","302",1997,1987,,2011/08/16,"","","read",,"",,,,,0,,,,,
70539,"2010: Odyssey Two (Space Odyssey, #2)","Arthur C. Clarke","Clarke, Arthur C.","",="0345413970",="9780345413970",3,"3.84","Del Rey","Paperback","320",1997,1982,,2011/08/16,"","","read",,"",,,,,0,,,,,
112537,"Rendezvous with Rama (Rama, #1)","Arthur C. Clarke","Clarke, Arthur C.","",="1857231589",="9781857231588",0,"4.02","","Paperback","243",2000,1973,,2011/08/16,"","","read",,"",,,,,0,,,,,
126413,"The Confederation Handbook","Peter F. Hamilton","Hamilton, Peter F.","",="0446610275",="9780446610278",0,"3.52","Aspect","Paperback","304",2002,2000,,2011/08/16,"","","read",,"",,,,,0,,,,,
45248,"Misspent Youth","Peter F. Hamilton","Hamilton, Peter F.","",="0330480227",="9780330480222",3,"3.33","Pan","Paperback","439",2002,2002,,2011/08/16,"","","read",,"",,,,,0,,,,,
45250,"A Quantum Murder (Greg Mandel, #2)","Peter F. Hamilton","Hamilton, Peter F.","",="0812555244",="9780812555240",3,"3.88","Tor Books","Mass Market Paperback","375",1998,1994,,2011/08/16,"","","read",,"",,,,,0,,,,,
45257,"A Second Chance at Eden","Peter F. Hamilton","Hamilton, Peter F.","",="0330351826",="9780330351829",3,"3.93","Pan Books","Mass Market Paperback","496",1999,1998,,2011/08/16,"","","read",,"",,,,,0,,,,,
45253,"Mindstar Rising (Greg Mandel, #1)","Peter F. Hamilton","Hamilton, Peter F.","",="0812590562",="9780812590562",4,"3.85","Tor Books","Mass Market Paperback","432",1997,1993,,2011/08/16,"","","read",,"",,,,,0,,,,,
7438179,"The Evolutionary Void (Void, #3)","Peter F. Hamilton","Hamilton, Peter F.","",="0345496574",="9780345496577",3,"4.23","Del Rey (Random House)","Hardcover","694",2010,2010,,2011/08/16,"","","read",,"",,,,,0,,,,,
45258,"Fallen Dragon","Peter F. Hamilton","Hamilton, Peter F.","",="0330480065",="9780330480062",4,"4.00","Pan Publishing","Paperback","650",2002,2001,,2011/08/16,"","","read",,"",,,,,0,,,,,
3437328,"The Temporal Void (Void, #2)","Peter F. Hamilton","Hamilton, Peter F.","",="1405088834",="9781405088831",4,"4.22","Macmillan","Hardcover","746",2008,2008,,2011/08/16,"","","read",,"",,,,,0,,,,,
479561,"The Neutronium Alchemist (Night's Dawn, #2)","Peter F. Hamilton","Hamilton, Peter F.","",="0330351435",="9780330351430",3,"4.23","Pan Books","Paperback","1273",1998,1997,,2011/08/16,"","","read",,"",,,,,0,,,,,
45260,"The Naked God (Night's Dawn, #3)","Peter F. Hamilton","Hamilton, Peter F.","",="0333725034",="9780333725030",4,"4.18","Macmillan","Paperback","1174",1999,1999,,2011/08/16,"","","read",,"",,,,,0,,,,,
45244,"Judas Unchained (Commonwealth Saga, #2)","Peter F. Hamilton","Hamilton, Peter F.","",="0345461665",="9780345461667",4,"4.27","Del Rey","Hardcover","827",2006,2005,,2011/08/16,"","","read",,"",,,,,0,,,,,
105,"Chapterhouse: Dune (Dune Chronicles, #6)","Frank Herbert","Herbert, Frank","",="0441102670",="9780441102679",0,"3.86","Ace Books","Mass Market Paperback","436",1987,1985,,2011/08/16,"","","read",,"",,,,,0,,,,,
117,"Heretics of Dune (Dune Chronicles, #5)","Frank Herbert","Herbert, Frank","",="0441328008",="9780441328000",0,"3.80","Ace Books","Mass Market Paperback","471",1987,1984,,2011/08/16,"","","read",,"",,,,,0,,,,,
42432,"God Emperor of Dune (Dune Chronicles, #4)","Frank Herbert","Herbert, Frank","",="0575075066",="9780575075061",0,"3.77","Victor Gollancz","Paperback","454",2003,1981,,2011/08/16,"","","read",,"",,,,,0,,,,,
112,"Children of Dune (Dune Chronicles, #3)","Frank Herbert","Herbert, Frank","",="0441104029",="9780441104024",0,"3.86","Ace Books","Mass Market Paperback","408",1987,1976,,2011/08/16,"","","read",,"",,,,,0,,,,,
106,"Dune Messiah (Dune Chronicles, #2)","Frank Herbert","Herbert, Frank","",="0441172695",="9780441172696",0,"3.83","Ace Books","Mass Market Paperback","331",1987,1965,,2011/08/16,"","","read",,"",,,,,0,,,,,
11289,"The Rise of Endymion (Hyperion Cantos, #4)","Dan Simmons","Simmons, Dan","",="0553572989",="9780553572988",3,"4.13","Spectra","Mass Market Paperback","709",1998,1997,,2011/08/16,"","","read",,"",,,,,0,,,,,
3977,"Endymion (Hyperion Cantos, #3)","Dan Simmons","Simmons, Dan","",="0553572946",="9780553572940",3,"4.11","Bantam Spectra","Mass Market Paperback","563",1997,1995,,2011/08/16,"","","read",,"",,,,,0,,,,,
96478,"Kiln People","David Brin","Brin, David","Beth Meacham",="0765342618",="9780765342614",2,"3.81","Tor Science Fiction","Mass Market Paperback","569",2002,2002,,2011/08/16,"","","read",,"",,,,,0,,,,,
101890,"Heaven's Reach (Uplift Storm Trilogy, #3)","David Brin","Brin, David","",="0553574736",="9780553574739",4,"3.91","Spectra","Mass Market Paperback","557",1999,1998,,2011/08/16,"","","read",,"",,,,,0,,,,,
96475,"Infinity's Shore (Uplift Storm Trilogy, #2)","David Brin","Brin, David","",="0553577778",="9780553577778",4,"3.93","Bantam Books","Paperback","644",1997,1996,,2011/08/16,"","","read",,"",,,,,0,,,,,
25059,"Brightness Reef (Uplift Storm Trilogy, #1)","David Brin","Brin, David","",="0553573306",="9780553573305",4,"3.87","Spectra","Mass Market Paperback","661",1996,1995,,2011/08/16,"","","read",,"",,,,,0,,,,,
96472,"Sundiver (The Uplift Saga, #1)","David Brin","Brin, David","",="0553269828",="9780553269826",4,"3.62","Bantam Spectra","Paperback","340",2010,1980,,2011/08/16,"","","read",,"",,,,,0,,,,,
226004,"A Deepness in the Sky (Zones of Thought, #2)","Vernor Vinge","Vinge, Vernor","",="0812536355",="9780812536355",0,"4.30","Tor Science Fiction","Mass Market Paperback","775",2000,1998,,2011/08/16,"","","read",,"",,,,,0,,,,,
12016,"Look to Windward (Culture, #7)","Iain M. Banks","Banks, Iain M.","",="0743421922",="9780743421928",3,"4.10","Pocket Books/Simon & Schuster (NY)","Paperback","496",2002,2000,,2011/08/16,"","","read",,"",,,,,0,,,,,
12013,"Excession (Culture, #5)","Iain M. Banks","Banks, Iain M.","",="0553575376",="9780553575378",5,"4.16","Bantam Spectra (NY)","Mass Market Paperback","499",1998,1996,,2011/08/16,"","","read",,"",,,,,0,,,,,
898232,"Hidden Empire (The Saga of Seven Suns, #1)","Kevin J. Anderson","Anderson, Kevin J.","",="0446610577",="9780446610575",3,"3.74","Aspect","Paperback","672",2003,2002,,2011/08/16,"","","read",,"",,,,,0,,,,,
77711,"A Fire Upon the Deep (Zones of Thought, #1)","Vernor Vinge","Vinge, Vernor","",="0812515285",="9780812515282",0,"4.12","Tor Science Fiction","Mass Market Paperback","613",1993,1992,,2011/08/16,"","","read",,"",,,,,0,,,,,
70535,"2001: A Space Odyssey (Space Odyssey, #1)","Arthur C. Clarke","Clarke, Arthur C.","",="0451457994",="9780451457998",4,"4.06","Roc","Paperback","297",2000,1968,,2011/08/16,"","","read",,"",,,,,0,,,,,
45245,"The Reality Dysfunction (Night's Dawn, #1)","Peter F. Hamilton","Hamilton, Peter F.","",="0330340328",="9780330340328",4,"4.13","Pan Books","Mass Market Paperback","1223",1997,1996,,2011/08/16,"","","read",,"",,,,,0,,,,,
234489,"The Uplift War (The Uplift Saga, #3)","David Brin","Brin, David","",="0553279718",="9780553279719",3,"4.03","Spectra","Mass Market Paperback","638",1987,1987,,2011/08/16,"","","read",,"",,,,,0,,,,,
77565,"The Fall of Hyperion (Hyperion Cantos, #2)","Dan Simmons","Simmons, Dan","",="0553288202",="9780553288209",4,"4.14","Spectra","Paperback","517",1995,1990,,2011/08/16,"","","read",,"",,,,,0,,,,,
234501,"Startide Rising (The Uplift Saga, #2)","David Brin","Brin, David","",="055327418X",="9780553274189",3,"4.02","Spectra Books","Paperback","462",1984,1983,,2011/08/16,"","","read",,"",,,,,0,,,,,
1126719,"House of Suns","Alastair Reynolds","Reynolds, Alastair","",="9780575099",="",4,"4.15","Gollancz","Paperback","512",2010,2008,,2011/08/16,"","","read",,"",,,,,0,,,,,
89187,"Revelation Space (Revelation Space, #1)","Alastair Reynolds","Reynolds, Alastair","",="0441009425",="9780441009428",0,"3.95","Ace Books","Mass Market Paperback","585",2002,2000,,2011/08/16,"","","read",,"",,,,,0,,,,,
234225,"Dune (Dune Chronicles, #1)","Frank Herbert","Herbert, Frank","",="0340839937",="9780340839935",0,"4.13","Hodder & Stoughton","Paperback","604",2006,1963,,2011/08/16,"","","read",,"",,,,,0,,,,,
77566,"Hyperion (Hyperion Cantos, #1)","Dan Simmons","Simmons, Dan","",="0553283685",="9780553283686",4,"4.17","Bantam Spectra","Mass Market Paperback","483",1990,1989,,2011/08/16,"","","read",,"",,,,,0,,,,,
12009,"The Algebraist","Iain M. Banks","Banks, Iain M.","",="1597800449",="9781597800440",3,"3.94","Night Shade Books (SanFrancisco/Portland)","Paperback","434",2006,2004,,2011/08/16,"","","read",,"",,,,,0,,,,,
866136,"The Dreaming Void (Void, #1)","Peter F. Hamilton","Hamilton, Peter F.","",="0345496531",="9780345496539",4,"4.15","Del Rey","Hardcover","640",2008,2007,,2011/08/16,"","","read",,"",,,,,0,,,,,
45252,"Pandora's Star (Commonwealth Saga, #1)","Peter F. Hamilton","Hamilton, Peter F.","",="0330493310",="9780330493314",4,"4.21","Pan","Paperback","1144",2005,2004,,2011/08/16,"","","read",,"",,,,,0,,,,,
752461,"Eisenhorn (Eisenhorn, #1-3)","Dan Abnett","Abnett, Dan","",="1844161560",="9781844161560",3,"4.39","Games Workshop","Paperback","768",2005,2004,,2011/08/16,"","","read","","","","","","",0,,,,,
7141599,"Star Quest","Stuart J. Byrne","Byrne, Stuart J.","",="",="2940000098028",4,"2.75","Renaissance E Books","Nook","0",2006,2004,2011/10/10,2011/08/16,"","","read",,"",,,,,0,,,,,
8139064,"Gateways","Elizabeth A. Hull","Hull, Elizabeth A.","",="0765326620",="9780765326621",3,"3.68","Tor Books","Hardcover","416",2010,2010,2011/09/18,2011/08/16,"","","read",,"",,,,,0,,,,,
10435465,"Mit smukke genom - Historier fra genetikkens overdrev","Lone Frank","Frank, Lone","",="",="9788702081152",3,"3.91","Gyldendal","Hardcover","306",2010,2010,2011/10/10,2011/08/12,"","","read",,"",,,,,0,,,,,
1006560,"Chasm City","Alastair Reynolds","Reynolds, Alastair","",="0575073659",="9780575073654",0,"4.09","Gollancz","Paperback","528",2002,2001,,2011/07/26,"","","read",,"",,,,,0,,,,,
346838,"The Collected Stories of Philip K. Dick, Volume 1: Beyond Lies the Wub","Philip K. Dick","Dick, Philip K.","Roger Zelazny",="1857988795",="9781857988796",0,"4.05","Millennium / Orion","Paperback","404",1999,1987,,2011/07/26,"","","read",,"",,,,,0,,,,,
12007,"Use of Weapons (Culture, #3)","Iain M. Banks","Banks, Iain M.","",="185723135X",="9781857231359",3,"4.17","Orbit","Paperback","411",1992,1990,,2011/06/26,"","","read",,"",,,,,0,,,,,
8935689,"Consider Phlebas (Culture, #1)","Iain M. Banks","Banks, Iain M.","",="1857231384",="9781857231380",4,"3.83","Orbit","Paperback","471",2005,1987,,2011/06/26,"","","read",,"",,,,,0,,,,,
12012,"The Player of Games (Culture, #2)","Iain M. Banks","Banks, Iain M.","",="1857231465",="9781857231465",4,"4.24","Orbit","Paperback","309",1989,1988,,2011/06/26,"","","read",,"",,,,,0,,,,,
161296,"Schismatrix Plus","Bruce Sterling","Sterling, Bruce","",="0441003702",="9780441003709",4,"3.94","Ace","Paperback","336",1996,1995,2011/09/01,2011/05/30,"","","read",,"",,,,,0,,,,,
377265,"Legacy (The Way, #3)","Greg Bear","Bear, Greg","",="0812524810",="9780812524819",3,"3.73","Tor Science Fiction","Mass Market Paperback","480",1996,1994,2011/08/16,2011/05/15,"","","read",,"",,,,,0,,,,,
116121,"Eternity (The Way, #2)","Greg Bear","Bear, Greg","",="0446601888",="9780446601887",3,"3.84","Aspect","Mass Market Paperback","367",1994,1987,2011/07/26,2011/05/15,"","","read",,"",,,,,0,,,,,
840278,"Eon (The Way, #1)","Greg Bear","Bear, Greg","",="0812520475",="9780812520477",4,"3.83","Tor Science Fiction","Paperback","512",1991,1984,2011/06/26,2011/05/15,"","","read",,"",,,,,0,,,,,
